#program	SETUP.EXE
#sha256	22ca3a4c6a68dbde1838e6d356442b2b6bcf1dcff735ed21b0448bd16686c4d6
#imagebase	400000
FUNC	12e9	_GL_EnableBreakHnm@4	undefined _GL_EnableBreakHnm@4(undefined4 param_1)	
FUNC	12ee	_GL_BlitScreen@24	undefined _GL_BlitScreen@24(int param_1, HWND param_2, int param_3, int param_4, int param_5, int param_6)	
FUNC	12f3	_GL_FileCopy@8	undefined _GL_FileCopy@8(HANDLE param_1, HANDLE param_2)	
FUNC	12f8	_GL_PlayDirectSound@8	undefined _GL_PlayDirectSound@8(void)	
FUNC	1307	_GL_FileOpen@8	HANDLE _GL_FileOpen@8(uint * param_1, int param_2)	
FUNC	1311	_GL_load_one_block_ubb@0	int _GL_load_one_block_ubb@0(void)	
FUNC	1316	_GL_GetFileSize@8	DWORD _GL_GetFileSize@8(HANDLE param_1, undefined4 * param_2)	
FUNC	131b	_GL_GetFirstArg@4	byte * _GL_GetFirstArg@4(byte * param_1)	
FUNC	1325	_GL_OpenBigFile@4	HANDLE _GL_OpenBigFile@4(uint * param_1)	
FUNC	132f	_GL_TexteOpaque@16	undefined4 _GL_TexteOpaque@16(int param_1, int param_2, char * param_3, int param_4)	
FUNC	1339	_GL_InitTestIfExeRunning@0	undefined4 _GL_InitTestIfExeRunning@0(void)	
FUNC	133e	_GL_SetDdrawCooperativeLevel@4	undefined4 _GL_SetDdrawCooperativeLevel@4(undefined4 param_1)	
FUNC	1343	_InitAudioCard@4	undefined _InitAudioCard@4(int param_1)	
FUNC	1348	_GL_CloseDdraw@0	undefined _GL_CloseDdraw@0(void)	
FUNC	134d	_GL_OutVal@8	undefined _GL_OutVal@8(LPCSTR param_1)	
FUNC	1357	_GL_WaitKey@0	undefined _GL_WaitKey@0(void)	
FUNC	135c	_GL_StopDirectSound@4	undefined _GL_StopDirectSound@4(void)	
FUNC	1361	_GL_GetDirectSoundStatus@4	undefined4 _GL_GetDirectSoundStatus@4(undefined4 param_1)	
FUNC	1366	_GL_OpenWAV@4	HANDLE _GL_OpenWAV@4(uint * param_1)	
FUNC	136b	_GL_QuitWithoutError@0	undefined4 _GL_QuitWithoutError@0(void)	
FUNC	1370	_GL_SetTgaInfo@24	undefined _GL_SetTgaInfo@24(undefined2 param_1, undefined2 param_2, undefined2 param_3, undefined2 param_4, char param_5, undefined1 * param_6)	
FUNC	1375	_GL_ReplaceFileBigFile@12	undefined4 _GL_ReplaceFileBigFile@12(uint * param_1, uint * param_2, undefined4 param_3)	
FUNC	137a	_GL_SethInstance@4	undefined _GL_SethInstance@4(undefined4 param_1)	
FUNC	1384	_GL_PlayWav@4	undefined _GL_PlayWav@4(int param_1)	
FUNC	1389	_GL_CallExe@8	undefined4 _GL_CallExe@8(uint * param_1, char * param_2)	
FUNC	138e	_GL_SaveWAV@8	DWORD _GL_SaveWAV@8(uint * param_1, LPCVOID param_2)	
FUNC	1393	_GL_KeyHit@4	bool _GL_KeyHit@4(int param_1)	
FUNC	1398	_GL_ShowMouse@0	undefined _GL_ShowMouse@0(void)	
FUNC	139d	_GL_StopMusic@0	undefined _GL_StopMusic@0(void)	
FUNC	13a2	_GL_ReleaseScreenHdc@8	undefined _GL_ReleaseScreenHdc@8(void)	
FUNC	13a7	_GL_PlayHnmDDRAW@24	bool _GL_PlayHnmDDRAW@24(uint * param_1, int param_2, int param_3, char * param_4, double param_5)	
FUNC	13ac	_GL_CreateKey@4	bool _GL_CreateKey@4(char * param_1)	
FUNC	13c5	_GL_CloseHnm6@0	undefined _GL_CloseHnm6@0(void)	
FUNC	13ca	_GL_CloseFileMapping@0	undefined _GL_CloseFileMapping@0(void)	
FUNC	13d4	_GL_AllocDirectSound@20	undefined _GL_AllocDirectSound@20(void)	
FUNC	13e3	_GL_GetFileSizeBigFile@4	undefined4 _GL_GetFileSizeBigFile@4(int param_1)	
FUNC	13e8	_GL_IconifyWindow@0	undefined _GL_IconifyWindow@0(void)	
FUNC	13ed	_GL_GetDirectSoundPosition@12	undefined _GL_GetDirectSoundPosition@12(void)	
FUNC	13f2	_GL_ShowGroup@4	undefined4 _GL_ShowGroup@4(uint * param_1)	
FUNC	13fc	_GL_GetScreenHdc@4	undefined4 _GL_GetScreenHdc@4(undefined4 param_1)	
FUNC	1401	_GL_CreateBigFile@8	undefined4 _GL_CreateBigFile@8(uint * param_1, LPCSTR param_2)	
FUNC	1406	_SetBigFileDebug@4	undefined _SetBigFileDebug@4(undefined4 param_1)	
FUNC	140b	_GL_CopyToLogicalScreen@4	undefined _GL_CopyToLogicalScreen@4(void * this, int param_1)	
FUNC	1415	_GL_ReadFileBigFile@12	int _GL_ReadFileBigFile@12(uint param_1, byte * param_2, int param_3)	
FUNC	141a	_GL_SetKeybTable@8	undefined4 _GL_SetKeybTable@8(uint param_1, uint param_2)	
FUNC	1424	_GL_SetDirectSoundPosition@8	undefined _GL_SetDirectSoundPosition@8(void)	
FUNC	1433	_GL_UnlockLogicalScreen@0	undefined4 _GL_UnlockLogicalScreen@0(void)	
FUNC	1456	_GL_GetWAVHeader@8	undefined4 _GL_GetWAVHeader@8(HANDLE param_1, byte * param_2)	
FUNC	145b	_GL_WindowProc@16	undefined _GL_WindowProc@16(HWND param_1, uint param_2, uint param_3, uint param_4)	
FUNC	1460	_GL_UnlockBufferSound@0	undefined _GL_UnlockBufferSound@0(void)	
FUNC	1465	_GL_ClearDirectSoundAdr@12	undefined _GL_ClearDirectSoundAdr@12(void)	
